Item,MSE d,MSE a,MSE delta,Pi,P,AUC true,AUC est,J_total
63,0.007529416996931354,0.008563504417952008,0.0,0.15,30,0.9185643092211995,0.9132035338506178,100
64,0.00784742313062552,0.013615896138293776,0.0,0.15,30,0.9185643092211995,0.9132035338506178,100
65,0.010411635744925549,0.01052810406869408,0.0,0.15,30,0.9185643092211995,0.9132035338506178,100
66,0.01178225060994398,0.011979280411751024,0.0,0.15,30,0.9185643092211995,0.9132035338506178,100
67,0.009242771246850336,0.010001339286461772,0.0,0.15,30,0.9185643092211995,0.9132035338506178,100
68,0.006542601288747677,0.009168469896913577,0.0,0.15,30,0.9185643092211995,0.9132035338506178,100
69,0.00949908324020598,0.01148603083718235,0.0,0.15,30,0.9185643092211995,0.9132035338506178,100
70,0.010737155586026897,0.007770536375056264,0.0,0.15,30,0.9185643092211995,0.9132035338506178,100
71,0.007275330619430917,0.00814305647944833,0.010101391458739945,0.15,30,0.9185643092211995,0.9132035338506178,100
72,0.012152663314770093,0.008719482582102695,0.012303568123098817,0.15,30,0.9185643092211995,0.9132035338506178,100
73,0.01461999479427969,0.00989696697326573,0.01578176553790698,0.15,30,0.9185643092211995,0.9132035338506178,100
74,0.01010716053449021,0.010360345679394818,0.020661664310092098,0.15,30,0.9185643092211995,0.9132035338506178,100
75,0.012171474758140823,0.01033699549770783,0.008167619163303337,0.15,30,0.9185643092211995,0.9132035338506178,100
76,0.007594545683862129,0.01154194805046387,0.009186017878773062,0.15,30,0.9185643092211995,0.9132035338506178,100
77,0.007666076676757779,0.011951852922371458,0.12233604532810537,0.15,30,0.9185643092211995,0.9132035338506178,100
78,0.00865209739515987,0.006940169811533538,0.009563460547845756,0.15,30,0.9185643092211995,0.9132035338506178,100
79,0.012621084557316196,0.008400414682125483,0.03634543183214257,0.15,30,0.9185643092211995,0.9132035338506178,100
80,0.00830027957155808,0.009153677282444716,0.007152261381149089,0.15,30,0.9185643092211995,0.9132035338506178,100
81,0.011977332362941373,0.009987358699271557,0.013460760674753354,0.15,30,0.9185643092211995,0.9132035338506178,100
82,0.010374117662987035,0.01311764523171135,0.13090369614118694,0.15,30,0.9185643092211995,0.9132035338506178,100
83,0.012849623909890093,0.007867025288219526,0.012262638668759804,0.15,30,0.9185643092211995,0.9132035338506178,100
84,0.010338837439971462,0.006583666417651979,0.010527505425212531,0.15,30,0.9185643092211995,0.9132035338506178,100
85,0.007820323753087215,0.010440048891599501,0.010647912833591748,0.15,30,0.9185643092211995,0.9132035338506178,100
86,0.010121869313092495,0.009661229729966574,0.010109277772244487,0.15,30,0.9185643092211995,0.9132035338506178,100
87,0.013047546612133571,0.009577041048479921,0.008925479401384022,0.15,30,0.9185643092211995,0.9132035338506178,100
88,0.010987113310525718,0.007973154699006557,0.02758104656115104,0.15,30,0.9185643092211995,0.9132035338506178,100
89,0.010363249277529539,0.009292004798789433,0.034910707232046076,0.15,30,0.9185643092211995,0.9132035338506178,100
90,0.011151655933417185,0.007763963219697737,0.009918981371436163,0.15,30,0.9185643092211995,0.9132035338506178,100
91,0.009117425741774108,0.006178339813852078,0.007882865214775369,0.15,30,0.9185643092211995,0.9132035338506178,100
92,0.009409657590588216,0.010409647810347766,0.00884529259560879,0.15,30,0.9185643092211995,0.9132035338506178,100
93,0.012127754148485414,0.008068259380257622,0.011795896846905275,0.15,30,0.9185643092211995,0.9132035338506178,100
94,0.01126200483375072,0.007895770269444663,0.012382016399031963,0.15,30,0.9185643092211995,0.9132035338506178,100
95,0.01045232482895947,0.008376547332887101,0.013447114051712753,0.15,30,0.9185643092211995,0.9132035338506178,100
96,0.00942904776689018,0.007842831418826577,0.008758901056358924,0.15,30,0.9185643092211995,0.9132035338506178,100
97,0.00793803469845048,0.010502788224712133,0.007634096777735245,0.15,30,0.9185643092211995,0.9132035338506178,100
98,0.014403683321464926,0.009487241625471559,0.01685915665203069,0.15,30,0.9185643092211995,0.9132035338506178,100
99,0.008518917699897216,0.007426429029386137,0.030965360682105234,0.15,30,0.9185643092211995,0.9132035338506178,100
100,0.009384775243905245,0.008976112837387352,0.00819112786623297,0.15,30,0.9185643092211995,0.9132035338506178,100
1,0.006369938747895776,0.007920744574033477,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
2,0.012051025227153447,0.008932768561561949,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
3,0.009634025545072745,0.010243438312970383,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
4,0.009070565404524018,0.00968269834186703,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
5,0.011622377249630316,0.006250761461165656,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
6,0.009806724702120637,0.013033986185530784,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
7,0.013079485250761212,0.008269642083202567,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
8,0.008189979143863057,0.011719961626726165,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
9,0.00814806376572853,0.01181253840501225,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
10,0.0118496928415866,0.008836964973700616,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
11,0.010324868702672636,0.008060555785702207,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
12,0.007355020962402511,0.008423748749762056,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
13,0.010119576186235093,0.008744480226171594,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
14,0.007357552920189533,0.010806681114660962,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
15,0.009972450616665606,0.00991095584324014,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
16,0.012447048206544109,0.009740692600892536,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
17,0.010289781608982767,0.00742134534059683,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
18,0.012636878655045083,0.006000320258465859,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
19,0.013287756044127703,0.010214335242785946,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
20,0.009065811742205127,0.009592821944015973,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
21,0.013011751294070768,0.01067546017757509,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
22,0.007404104542996125,0.012075752961603839,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
23,0.00796832344942349,0.010726388176765795,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
24,0.009225189829720926,0.008397442965799938,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
25,0.009421091601717788,0.010723633221380077,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
26,0.01063665125889997,0.013902320125252594,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
27,0.007662487286526072,0.006895091728419027,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
28,0.01211928206210168,0.007791563929733681,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
29,0.011414671311668631,0.012433620281076576,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
30,0.011830971731989437,0.01275934446328536,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
31,0.011238823019364172,0.009497249135175374,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
32,0.008086332406260006,0.009593405421646217,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
33,0.00556324160148048,0.010284538908348899,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
34,0.008773206463475534,0.011474740106359672,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
35,0.01376143898458535,0.006148463022584246,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
36,0.008565505775867184,0.012771447234385796,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
37,0.011404428213167395,0.00753206554023487,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
38,0.01013532245146309,0.012778125143650516,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
39,0.006954291203540706,0.008534323528602991,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
40,0.007276726391173629,0.011936214878621397,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
41,0.009981857940521836,0.013386671593307906,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
42,0.0064286042440613,0.007026676365956766,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
43,0.006575150611347834,0.010166927868248793,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
44,0.01011181133507127,0.014748384643553627,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
45,0.011668513411977034,0.01178819805245184,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
46,0.009751491240278975,0.008596753842502835,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
47,0.008370980757633147,0.01002085756549249,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
48,0.007529419854924947,0.008563505307686074,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
49,0.00784742269106679,0.013615896841145557,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
50,0.01041163381954899,0.010528103918961385,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
51,0.01178224882520834,0.011979280916979765,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
52,0.00924277003205685,0.010001339204075237,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
53,0.006542601461522578,0.00916846983979347,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
54,0.009499083438801457,0.011486030836168035,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
55,0.0107371580139267,0.007770537394675998,0.0,0.15,45,0.9442068099860019,0.9386264223007111,100
56,0.007275328758337193,0.008143056589398939,0.010101391360645695,0.15,45,0.9442068099860019,0.9386264223007111,100
57,0.012152663310418201,0.008719482158290354,0.012303568150984313,0.15,45,0.9442068099860019,0.9386264223007111,100
58,0.014619988033497022,0.00989696667327678,0.015781765389346288,0.15,45,0.9442068099860019,0.9386264223007111,100
59,0.010107161170760302,0.010360346522306368,0.020661664447675344,0.15,45,0.9442068099860019,0.9386264223007111,100
60,0.012171469447368664,0.010336995842373473,0.008167619201246803,0.15,45,0.9442068099860019,0.9386264223007111,100
61,0.007594546608800976,0.011541949058454945,0.009186017694290326,0.15,45,0.9442068099860019,0.9386264223007111,100
62,0.00766607647302204,0.011951853289767047,0.12233604535784913,0.15,45,0.9442068099860019,0.9386264223007111,100
63,0.008652096767171696,0.006940170003364827,0.009563460592780222,0.15,45,0.9442068099860019,0.9386264223007111,100
64,0.012621083396840921,0.008400414873036933,0.03634543179742208,0.15,45,0.9442068099860019,0.9386264223007111,100
65,0.008300276955946312,0.009153677884917449,0.0071522612991009185,0.15,45,0.9442068099860019,0.9386264223007111,100
66,0.011977331328984446,0.00998735862727846,0.01346076072361988,0.15,45,0.9442068099860019,0.9386264223007111,100
67,0.010374116006605379,0.013117645019306783,0.13090369614783848,0.15,45,0.9442068099860019,0.9386264223007111,100
68,0.012849624711237897,0.007867025605365176,0.012262638644876565,0.15,45,0.9442068099860019,0.9386264223007111,100
69,0.010338839257211057,0.006583666621041381,0.010527505443034877,0.15,45,0.9442068099860019,0.9386264223007111,100
70,0.007820321468032975,0.010440049205172724,0.010647912640918527,0.15,45,0.9442068099860019,0.9386264223007111,100
71,0.010121870327257677,0.009661230488292542,0.010109277835191704,0.15,45,0.9442068099860019,0.9386264223007111,100
72,0.013047543163200153,0.009577041255689388,0.008925479396342964,0.15,45,0.9442068099860019,0.9386264223007111,100
73,0.010987112064440727,0.00797315493551111,0.027581046578610286,0.15,45,0.9442068099860019,0.9386264223007111,100
74,0.010363250104746462,0.009292004443814622,0.03491070728698543,0.15,45,0.9442068099860019,0.9386264223007111,100
75,0.011151659284415022,0.007763963905139509,0.009918981483377047,0.15,45,0.9442068099860019,0.9386264223007111,100
76,0.00911742568106931,0.0061783393864734215,0.007882865319786419,0.15,45,0.9442068099860019,0.9386264223007111,100
77,0.009409660036419232,0.010409648006247883,0.008845292555044834,0.15,45,0.9442068099860019,0.9386264223007111,100
78,0.012127748914179367,0.008068259591505023,0.011795896794053155,0.15,45,0.9442068099860019,0.9386264223007111,100
79,0.011262008065500676,0.007895770483347433,0.012382016436048136,0.15,45,0.9442068099860019,0.9386264223007111,100
80,0.010452325898286952,0.008376547136263632,0.013447114096039228,0.15,45,0.9442068099860019,0.9386264223007111,100
81,0.009429050574789852,0.007842831548761474,0.00875890119052195,0.15,45,0.9442068099860019,0.9386264223007111,100
82,0.00793803506512839,0.010502788916236247,0.0076340967579271,0.15,45,0.9442068099860019,0.9386264223007111,100
83,0.01440368340081744,0.009487242525788612,0.016859156705255243,0.15,45,0.9442068099860019,0.9386264223007111,100
84,0.008518919281857674,0.007426429442303769,0.03096536068546933,0.15,45,0.9442068099860019,0.9386264223007111,100
85,0.009384777019280121,0.008976113053444128,0.008191127908811205,0.15,45,0.9442068099860019,0.9386264223007111,100
86,0.009099995971408883,0.011862013926888819,0.0069397935713302935,0.15,45,0.9442068099860019,0.9386264223007111,100
87,0.009073512204186944,0.010319777933700269,0.0101582957897794,0.15,45,0.9442068099860019,0.9386264223007111,100
88,0.009382103196763504,0.01178590441621765,0.011956710389322157,0.15,45,0.9442068099860019,0.9386264223007111,100
89,0.010718666031827116,0.009563241451373964,0.006482414643067849,0.15,45,0.9442068099860019,0.9386264223007111,100
90,0.01176160195810031,0.007950808462725549,0.10713301272212156,0.15,45,0.9442068099860019,0.9386264223007111,100
91,0.010876018585857234,0.009322070704348656,0.04009037629563375,0.15,45,0.9442068099860019,0.9386264223007111,100
92,0.011494119303671987,0.009553366161696702,0.01171143104895447,0.15,45,0.9442068099860019,0.9386264223007111,100
93,0.013259144200329776,0.008019602000093308,0.007891189642453956,0.15,45,0.9442068099860019,0.9386264223007111,100
94,0.00612680172759451,0.011293324436193752,0.008325202636210078,0.15,45,0.9442068099860019,0.9386264223007111,100
95,0.009783275494521017,0.009736025526570971,0.007467016164850195,0.15,45,0.9442068099860019,0.9386264223007111,100
96,0.009320861464333398,0.009152414736907071,0.015047810844985575,0.15,45,0.9442068099860019,0.9386264223007111,100
97,0.008091687313878855,0.011695195969787145,0.008641809543833215,0.15,45,0.9442068099860019,0.9386264223007111,100
98,0.008227696856954183,0.013902127811736407,0.013756669855377688,0.15,45,0.9442068099860019,0.9386264223007111,100
99,0.011880986554728929,0.010534898981800076,0.009513967224351402,0.15,45,0.9442068099860019,0.9386264223007111,100
100,0.008132613086420075,0.009819132749304954,0.11383386980659249,0.15,45,0.9442068099860019,0.9386264223007111,100
1,0.009972450753621668,0.009910955023154405,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
2,0.012447046662408263,0.009740692318716404,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
3,0.01028978031762658,0.007421345405648266,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
4,0.012636878942134609,0.0060003202610563475,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
5,0.013287757594518914,0.010214335735954524,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
6,0.009065811176187669,0.009592821776157006,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
7,0.013011750426470818,0.010675460736242775,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
8,0.007404108285914126,0.012075752946485665,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
9,0.00796832391165951,0.010726388086366492,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
10,0.009225187659572053,0.008397442609111863,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
11,0.009421093707228429,0.01072363321909795,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
12,0.010636652767697496,0.013902319978533213,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
13,0.007662486938342893,0.006895092549590829,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
14,0.012119283549119429,0.007791563595210747,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
15,0.011414674630624653,0.0124336205639079,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
16,0.011830972682306404,0.012759345031295827,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
17,0.01123882260165659,0.009497249208340443,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
18,0.008086332460338597,0.009593406410200163,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
19,0.005563243727004376,0.010284538063547136,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
20,0.008773206056251662,0.011474740602367426,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
21,0.013761439764693042,0.00614846296644525,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
22,0.008565506592919596,0.0127714470426722,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
23,0.011404428038330177,0.00753206602335203,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
24,0.010135320873871968,0.012778126682815851,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
25,0.006954291545401416,0.008534323406696253,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
26,0.007276728259957764,0.011936214914752748,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
27,0.00998185872989332,0.013386672630469644,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
28,0.006428602866541714,0.007026676624545334,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
29,0.0065751514412776355,0.010166927812649117,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
30,0.010111819969998355,0.014748384937502189,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
31,0.011668512435222947,0.011788198217997854,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
32,0.009751492721584933,0.008596753710294985,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
33,0.008370980519269901,0.010020857795325331,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
34,0.007529419219673682,0.008563505064119297,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
35,0.007847426578364703,0.013615896703357683,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
36,0.010411633109172978,0.010528104583514088,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
37,0.011782247324003703,0.011979280506297617,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
38,0.009242770065163188,0.01000133901665815,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
39,0.006542602520197218,0.009168469816399434,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
40,0.009499083802299491,0.011486031060816167,0.0,0.15,60,0.9598533589753164,0.9545007897979759,100
41,0.010737154872542209,0.007770536763302444,0.012863680792897842,0.15,60,0.9598533589753164,0.9545007897979759,100
42,0.00727532951804968,0.008143056467619224,0.010101391464017562,0.15,60,0.9598533589753164,0.9545007897979759,100
43,0.012152664065291967,0.0087194826061173,0.012303568148069101,0.15,60,0.9598533589753164,0.9545007897979759,100
44,0.014619988640112358,0.009896967188596152,0.02495662822746912,0.15,60,0.9598533589753164,0.9545007897979759,100
45,0.010107161760621142,0.010360345995248915,0.020922161390068413,0.15,60,0.9598533589753164,0.9545007897979759,100
46,0.012171472620162088,0.010336995790809059,0.008167619165326774,0.15,60,0.9598533589753164,0.9545007897979759,100
47,0.007594546823969195,0.01154194873546721,0.1196567470147746,0.15,60,0.9598533589753164,0.9545007897979759,100
48,0.007666075365216268,0.011951854002658751,0.010800068666289969,0.15,60,0.9598533589753164,0.9545007897979759,100
49,0.00865209578358273,0.006940170262383417,0.04369289728306854,0.15,60,0.9598533589753164,0.9545007897979759,100
50,0.012621083042028388,0.008400414446732882,0.011123163532064924,0.15,60,0.9598533589753164,0.9545007897979759,100
51,0.008300275246892053,0.009153678056386666,0.007152261297178452,0.15,60,0.9598533589753164,0.9545007897979759,100
52,0.011977330987069221,0.009987357932614419,0.13552212145703668,0.15,60,0.9598533589753164,0.9545007897979759,100
53,0.01037411735456821,0.013117645296605512,0.01310789444693452,0.15,60,0.9598533589753164,0.9545007897979759,100
54,0.012849623301607771,0.007867025747392922,0.012262638496758316,0.15,60,0.9598533589753164,0.9545007897979759,100
55,0.010338838855979726,0.006583666689252362,0.01052750547512778,0.15,60,0.9598533589753164,0.9545007897979759,100
56,0.007820321057316061,0.010440049027269496,0.010647912741924654,0.15,60,0.9598533589753164,0.9545007897979759,100
57,0.010121871882115831,0.009661230194700216,0.010109277819321867,0.15,60,0.9598533589753164,0.9545007897979759,100
58,0.013047542065869801,0.00957704131192709,0.008925479322143036,0.15,60,0.9598533589753164,0.9545007897979759,100
59,0.01098711150294058,0.007973155324452775,0.024050444082507994,0.15,60,0.9598533589753164,0.9545007897979759,100
60,0.010363249263766326,0.009292004924010035,0.011962226283456114,0.15,60,0.9598533589753164,0.9545007897979759,100
61,0.011151656975158044,0.007763964073277579,0.009918981362814227,0.15,60,0.9598533589753164,0.9545007897979759,100
62,0.009117423491894176,0.006178339766243848,0.007882865297345108,0.15,60,0.9598533589753164,0.9545007897979759,100
63,0.009409663758194485,0.010409648268203554,0.008845292537182189,0.15,60,0.9598533589753164,0.9545007897979759,100
64,0.012127748565874386,0.008068260062904856,0.011795896897385598,0.15,60,0.9598533589753164,0.9545007897979759,100
65,0.01126200757631397,0.007895770573897988,0.012382016430640231,0.15,60,0.9598533589753164,0.9545007897979759,100
66,0.010452326469617114,0.00837654748866511,0.01344711406432463,0.15,60,0.9598533589753164,0.9545007897979759,100
67,0.009429050460964553,0.007842831486632838,0.017641720789693928,0.15,60,0.9598533589753164,0.9545007897979759,100
68,0.007938034743443446,0.010502788486793228,0.015783542135762454,0.15,60,0.9598533589753164,0.9545007897979759,100
69,0.014403680648300833,0.009487242122104502,0.02385619850751029,0.15,60,0.9598533589753164,0.9545007897979759,100
70,0.00851891952405553,0.007426429645924722,0.009649520211033668,0.15,60,0.9598533589753164,0.9545007897979759,100
71,0.00938477923711683,0.00897611239811672,0.00819112794421196,0.15,60,0.9598533589753164,0.9545007897979759,100
72,0.009099996644907326,0.011862014137046163,0.006939793580553431,0.15,60,0.9598533589753164,0.9545007897979759,100
73,0.009073510891948418,0.010319778322949917,0.010158295795654639,0.15,60,0.9598533589753164,0.9545007897979759,100
74,0.00938210079793848,0.011785904433464467,0.011956710446002832,0.15,60,0.9598533589753164,0.9545007897979759,100
75,0.010718662957018186,0.009563240966747957,0.09116627724118528,0.15,60,0.9598533589753164,0.9545007897979759,100
76,0.011761603212931354,0.007950808271621744,0.06847219828909548,0.15,60,0.9598533589753164,0.9545007897979759,100
77,0.010876019476336336,0.009322070333137818,0.009059233545910993,0.15,60,0.9598533589753164,0.9545007897979759,100
78,0.011494120811672996,0.0095533664415155,0.011711431060967144,0.15,60,0.9598533589753164,0.9545007897979759,100
79,0.013259143092843706,0.008019601970381767,0.007891189622656933,0.15,60,0.9598533589753164,0.9545007897979759,100
80,0.006126802901770791,0.01129332393068659,0.008325202715667281,0.15,60,0.9598533589753164,0.9545007897979759,100
81,0.009783271177144231,0.009736025836559019,0.01539478948949678,0.15,60,0.9598533589753164,0.9545007897979759,100
82,0.009320860425830106,0.009152415315525271,0.007355322601738483,0.15,60,0.9598533589753164,0.9545007897979759,100
83,0.008091690776744155,0.011695195710436954,0.008641809562041474,0.15,60,0.9598533589753164,0.9545007897979759,100
84,0.008227696294348436,0.013902128527217693,0.013756669954397496,0.15,60,0.9598533589753164,0.9545007897979759,100
85,0.01188098901104822,0.010534899605261959,0.09644885014456588,0.15,60,0.9598533589753164,0.9545007897979759,100
86,0.008132612852910115,0.009819132673542542,0.010911758855737813,0.15,60,0.9598533589753164,0.9545007897979759,100
87,0.013120804928984025,0.006369939618026437,0.007920745811392816,0.15,60,0.9598533589753164,0.9545007897979759,100
88,0.008815992614751068,0.012051024177754655,0.008932770085028699,0.15,60,0.9598533589753164,0.9545007897979759,100
89,0.012963774338008415,0.009634021711586192,0.010243439611640875,0.15,60,0.9598533589753164,0.9545007897979759,100
90,0.009116801152773605,0.00907056841747378,0.009682699072612145,0.15,60,0.9598533589753164,0.9545007897979759,100
91,0.007024242224316249,0.011622379874404237,0.006250762471648181,0.15,60,0.9598533589753164,0.9545007897979759,100
92,0.011090438083040593,0.009806725507701796,0.013033987740749122,0.15,60,0.9598533589753164,0.9545007897979759,100
93,0.008825430046654226,0.013079486367356515,0.008269642853358941,0.15,60,0.9598533589753164,0.9545007897979759,100
94,0.009572115080602971,0.00818997706627589,0.011719962917089736,0.15,60,0.9598533589753164,0.9545007897979759,100
95,0.008558925652853471,0.008148063313672037,0.011812540104143732,0.15,60,0.9598533589753164,0.9545007897979759,100
96,0.007696763522196105,0.011849697731110876,0.008836966088518292,0.15,60,0.9598533589753164,0.9545007897979759,100
97,0.009617652954235603,0.010324866358684287,0.00806055714544961,0.15,60,0.9598533589753164,0.9545007897979759,100
98,0.009229003709141365,0.007355019895526353,0.008423750008297594,0.15,60,0.9598533589753164,0.9545007897979759,100
99,0.009921507277178011,0.010119578477801056,0.008744481132856493,0.15,60,0.9598533589753164,0.9545007897979759,100
100,0.01004492306770983,0.007357552728848603,0.010806682657941456,0.15,60,0.9598533589753164,0.9545007897979759,100
1,0.012119281922151497,0.007791563212895726,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
2,0.011414676471934988,0.012433619558970124,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
3,0.011830974752819703,0.012759344420949963,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
4,0.0112388205063877,0.009497249158702441,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
5,0.008086332077255487,0.00959340557957194,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
6,0.005563244368094079,0.010284539093052514,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
7,0.00877320703578286,0.011474740558427541,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
8,0.0137614434416574,0.006148463125029705,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
9,0.00856550737182557,0.012771446845692688,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
10,0.011404430951990585,0.0075320653868763245,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
11,0.01013532022312297,0.01277812611797844,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
12,0.006954291514862871,0.008534323494810099,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
13,0.007276729799424889,0.011936214684520684,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
14,0.009981866763710672,0.01338667259210415,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
15,0.006428600191523771,0.007026676377130243,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
16,0.00657515163484073,0.010166927983160585,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
17,0.010111812615938071,0.014748384701302747,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
18,0.011668513534678364,0.011788198548885472,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
19,0.009751493372001072,0.008596753526423221,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
20,0.008370977551802172,0.01002085786647127,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
21,0.007529419954891446,0.008563505087238427,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
22,0.00784742280350172,0.01361589676505862,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
23,0.010411634640476564,0.010528104725687257,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
24,0.011782247786526735,0.011979280545165888,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
25,0.009242769897110042,0.010001339577419516,0.0,0.15,75,0.9514923162878788,0.9423390378787878,100
26,0.006542603478119032,0.009168469638959207,0.008856892733346328,0.15,75,0.9514923162878788,0.9423390378787878,100
27,0.009499081520726385,0.011486030058221852,0.01067353359124933,0.15,75,0.9514923162878788,0.9423390378787878,100
